cpu_percent,ram_percent,disk_read_Bps,disk_write_Bps,net_in_Bps,net_out_Bps
8.7,23.2,0,622592,86,106
10.6,23.2,0,614400,324,302
13.4,23.2,0,544768,0,0
8.8,23.2,0,1089536,304,220
9.4,23.2,0,614400,4847487,60653
8.9,23.3,0,614400,1124757,11786
13.2,23.2,0,552960,0,0
8.6,23.2,0,614400,0,0
8.8,23.2,0,614400,0,0
9.3,23.2,0,552960,92,116
8.9,23.2,0,544768,66,0
8.8,23.2,0,614400,0,0
10.2,23.3,0,561152,0,0
9.3,23.2,0,614400,0,0
10.8,23.2,0,614400,0,0
16.0,23.2,0,552960,564,696
8.5,23.2,0,708608,86,0
13.1,23.2,0,937984,0,0
8.8,23.2,0,1011712,66,86
9.4,23.2,0,1003520,0,0
8.5,23.2,0,1003520,0,0
9.1,23.2,0,1011712,196,134
8.9,23.2,0,1003520,0,0
8.8,23.2,0,1015808,328,392
9.4,23.2,0,13967360,0,0
8.6,23.1,0,753664,155,421
9.3,23.1,0,753664,0,0
8.1,23.2,0,761856,0,0
10.3,23.2,0,688128,0,0
9.2,23.2,0,544768,0,0
16.4,23.2,0,761856,7383134,87548
9.1,23.2,0,684032,15808,12450
10.5,23.2,0,684032,87,0
8.9,23.2,0,1236992,0,0
8.6,23.2,0,684032,0,0
11.4,23.2,0,544768,478,527
8.7,23.2,0,638976,86,0
9.3,23.2,0,544768,0,0
9.1,23.2,0,614400,66,86
10.2,23.2,0,552960,0,0
9.2,23.3,0,544768,0,0
12.9,23.3,0,544768,196,134
9.5,23.3,0,1269760,86,161
9.5,23.2,0,1003520,1807,6438
9.1,23.3,0,1007616,0,0
9.9,23.2,0,1159168,0,0
13.5,23.2,0,1003520,172,212
9.3,23.3,0,1003520,0,0
12.0,23.3,0,1024000,0,0
10.5,23.2,0,1003520,0,0
8.3,23.3,0,1093632,83368,7764
9.1,23.2,0,1011712,0,0
9.2,23.2,0,1003520,0,0
12.6,23.2,0,1003520,0,86
8.9,23.2,16384,16097280,4575708,50743
8.3,23.2,0,753664,434,577
9.5,23.3,0,753664,152,0
9.3,23.3,0,761856,0,0
13.1,23.3,0,753664,90,196
8.8,23.2,0,688128,0,0
8.6,23.2,0,696320,0,0
9.3,23.3,0,684032,282,240
9.1,23.3,0,614400,0,0
8.8,23.3,0,692224,196,134
8.8,23.3,0,1069056,0,0
10.1,23.3,0,684032,0,0
8.9,23.3,0,622592,0,0
9.1,23.2,0,544768,0,0
8.9,23.2,0,544768,0,0
9.3,23.2,0,634880,92,116
11.5,23.2,0,544768,221,1283
10.2,23.2,0,544768,387,231
9.1,23.2,0,622592,0,0
9.2,23.2,0,1179648,0,86
8.9,23.2,0,614400,3103328,37987
12.0,23.3,0,552960,3820938,40534
8.8,23.3,0,700416,258,267
11.2,23.3,0,679936,0,0
10.1,23.3,0,1011712,0,0
9.0,23.3,0,1007616,42,62
8.6,23.3,0,1003520,868,479
9.1,23.2,0,1011712,196,134
12.1,23.2,0,1183744,0,0
8.6,23.2,0,1003520,196,134
9.2,23.2,0,1015808,0,0
9.2,23.2,0,15806464,0,0
9.2,23.2,0,753664,0,0
9.0,23.2,0,761856,0,0
9.0,23.2,0,753664,213,151
9.2,23.2,0,614400,348,192
9.1,23.2,0,765952,0,0
11.2,23.3,0,2043904,6049,5352
10.2,23.3,0,614400,3044,486
8.5,23.3,0,692224,90,196
9.4,23.4,0,614400,390,106
13.2,23.4,8192,1077248,392,429
14.1,23.4,0,622592,86,0
15.2,23.4,0,544768,0,0
13.9,23.5,0,614400,0,0
10.8,23.4,0,561152,0,0
10.7,23.5,0,544768,0,0
10.3,23.5,0,684032,196,134
8.8,23.5,0,622592,0,0
9.7,23.5,0,1015808,14118,17745
13.0,23.4,0,1003520,0,0
10.0,23.4,0,1015808,0,0
9.2,23.5,0,1003520,0,0
10.0,23.5,0,1003520,86,106
9.2,23.5,0,1011712,108,148
8.9,23.5,0,1003520,0,0
8.9,23.5,0,1028096,399,1742
8.8,23.5,0,1011712,86,0
8.4,23.4,0,1003520,0,0
8.9,23.4,0,1003520,0,0
9.1,23.4,0,1011712,0,0
8.5,23.5,0,1003520,547,824
8.9,23.4,0,1003520,152,0
9.1,23.4,0,15179776,0,0
9.1,23.4,0,753664,0,0
8.7,23.4,0,753664,0,0
8.7,23.4,0,692224,0,0
13.0,23.4,0,1003520,196,134
8.7,23.3,0,684032,0,0
8.7,23.3,0,696320,152,192
9.6,23.4,0,753664,0,0
10.4,23.4,0,643072,991513,24837
8.8,23.4,0,1179648,86,98
8.8,23.3,0,684032,0,0
8.3,23.3,0,684032,90,196
8.9,23.3,0,692224,0,0
8.6,23.3,0,704512,42,62
8.9,23.3,0,1687552,107,131
13.4,23.4,0,552960,2311872,34290
9.3,23.4,0,544768,368,372
9.5,23.4,0,544768,140,1965
9.6,23.4,0,630784,3760,1934
9.4,23.3,0,720896,1182,727
8.8,23.3,0,614400,225,247
8.9,23.3,0,552960,86,106
9.3,23.3,0,544768,0,0
9.1,23.3,0,1073152,0,0
12.7,23.3,0,1019904,6004239,66359
8.9,23.3,0,1003520,0,0
8.3,23.3,0,1003520,66,86
8.3,23.3,0,1011712,0,0
8.5,23.3,0,1003520,0,0
8.8,23.3,0,1003520,0,0
9.2,23.3,0,16097280,0,0
10.4,23.3,0,753664,0,0
13.4,23.2,0,839680,0,0
13.5,23.2,0,761856,4229,8084
9.6,23.2,0,753664,718,230
9.4,23.2,0,843776,0,0
9.2,23.2,0,770048,86,106
9.3,23.2,0,614400,0,0
9.5,23.2,0,544768,392,429
9.2,23.2,0,1040384,86,0
12.0,23.2,0,614400,0,0
9.7,23.3,0,684032,90,196
9.7,23.3,0,552960,0,0
9.1,23.3,0,614400,155,453
10.6,23.3,0,552960,196,134
9.2,23.3,0,552960,3838,16790
13.8,23.3,0,614400,5772605,69592
9.3,23.4,0,614400,86,0
11.2,23.4,0,552960,0,0
9.2,23.4,0,630784,0,0
9.3,23.4,0,544768,0,0
12.8,23.4,0,692224,0,0
10.1,23.4,0,544768,86,106
9.0,23.4,0,544768,0,0
9.3,23.4,0,626688,0,0
8.9,23.4,0,1003520,0,0
9.4,23.4,0,1105920,66,86
8.6,23.4,0,1011712,86,98
9.0,23.4,0,1003520,392,429
11.7,23.4,0,1003520,86,0
9.0,23.4,0,15474688,0,0
8.7,23.4,0,753664,0,0
9.0,23.3,0,753664,0,0
8.3,23.3,0,692224,0,0
10.2,23.3,0,753664,196,134
8.7,23.3,0,1900544,0,86
12.9,23.2,0,761856,262,240
8.7,23.2,0,688128,86,106
9.8,23.3,0,753664,0,0
9.1,23.3,0,634880,0,0
9.4,23.2,0,1064960,0,0
9.3,23.2,0,1044480,129424,4585
11.6,23.3,0,622592,6088660,63523
9.2,23.2,0,614400,301,1891
12.5,23.3,0,913408,172,0
8.8,23.3,0,626688,0,0
9.0,23.3,0,614400,90,196
9.8,23.4,0,544768,0,0
10.1,23.4,0,552960,392,429
8.7,23.4,0,720896,86,0
9.6,23.3,0,622592,0,0
9.2,23.3,0,622592,177,362
12.2,23.3,0,876544,152,106
8.7,23.4,0,1003520,0,0
13.5,23.4,8192,1011712,196,134
11.4,23.4,0,1007616,86,161
15.0,23.5,0,1003520,196,134
11.3,23.4,0,1011712,0,0
10.5,23.4,0,1105920,155,405
11.7,23.4,0,1105920,0,0
10.6,23.4,0,3076096,0,106
11.1,23.4,0,19771392,152,86
10.2,23.4,0,684032,0,0
9.5,23.4,0,847872,42,62
8.9,23.4,0,1826816,0,0
8.9,23.4,0,765952,0,0
12.7,23.4,0,761856,0,0
9.0,23.3,0,684032,0,0
8.7,23.3,0,618496,478,535
9.6,23.3,0,1306624,86,0
8.9,23.3,0,753664,0,0
9.2,23.3,0,1163264,0,0
9.0,23.3,0,692224,390,106
9.4,23.3,0,614400,86,98
9.0,23.3,0,987136,196,134
9.3,23.3,0,552960,8872,8334
9.3,23.3,0,1019904,782,4509
8.7,23.3,0,614400,10956,12277
10.7,23.4,0,884736,0,0
8.8,23.4,0,1003520,0,0
10.7,23.4,0,1003520,0,0
12.0,23.4,0,1011712,3566158,53123
9.4,23.4,0,1003520,0,0
9.1,23.4,0,1003520,571,1800
9.3,23.4,0,1011712,0,0
8.7,23.3,0,1003520,0,0
12.5,23.4,0,1015808,2756910,38528
9.1,23.4,0,1011712,0,0
8.8,23.4,0,1003520,392,429
8.7,23.4,0,1003520,86,0
8.9,23.3,0,1011712,0,0
9.2,23.3,0,25460736,0,0
8.9,23.3,0,753664,0,0
8.9,23.4,0,761856,0,0
8.8,23.4,0,684032,196,134
9.0,23.4,0,684032,0,0
12.4,23.4,0,761856,4508993,50133
9.5,23.5,0,614400,66,86
9.0,23.4,0,614400,152,106
9.2,23.4,0,696320,0,0
9.1,23.3,0,684032,0,0
12.4,23.3,0,954368,0,0
9.2,23.4,0,692224,0,0
9.2,23.4,0,1826816,155,389
9.2,23.4,0,544768,0,0
10.7,23.3,0,552960,0,0
9.1,23.4,0,1032192,0,0
8.4,23.4,0,847872,0,0
9.8,23.4,0,552960,520,597
8.6,23.4,0,716800,86,0
9.1,23.5,0,544768,0,0
9.1,23.5,0,565248,91,115
9.0,23.4,0,548864,132,86
8.7,23.3,0,544768,0,0
8.8,23.3,0,946176,282,240
12.7,23.3,0,1003520,0,0
9.0,23.3,0,1003520,372,491
8.6,23.3,0,1015808,4871821,54569
8.7,23.3,0,1003520,0,0
8.8,23.3,0,1003520,86,98
8.7,23.3,0,1011712,0,0
9.6,23.3,0,1003520,0,0
12.5,23.3,0,1003520,0,0
9.7,23.3,0,19472384,7051,15387
9.3,23.4,0,753664,0,0
10.2,23.3,0,753664,0,0
8.8,23.3,0,692224,0,0
9.2,23.4,0,618496,0,0
11.1,23.3,0,753664,478,429
8.8,23.3,0,692224,86,106
9.2,23.3,0,753664,0,0
8.5,23.3,0,552960,66,86
10.4,23.4,0,1110016,0,0
8.8,23.4,0,684032,0,0
9.5,23.3,0,544768,196,134
8.9,23.4,0,692224,86,161
9.3,23.4,0,544768,238,196
13.0,23.3,0,692224,1710,6063
10.1,23.4,0,552960,0,0
10.1,23.4,0,544768,0,0
9.3,23.4,0,1232896,5201562,55932
9.3,23.4,0,638976,0,0
12.5,23.5,0,544768,0,0
9.5,23.5,0,1757184,0,0
9.1,23.4,0,946176,86,106
9.1,23.5,0,1003520,0,0
8.9,23.4,0,1003520,90,196
8.8,23.4,0,1028096,0,0
8.9,23.4,0,1003520,633,706
9.1,23.4,0,1003520,0,0
8.7,23.4,0,1011712,0,0
9.0,23.4,0,1003520,0,0
8.7,23.3,0,1110016,0,0
9.2,23.3,16384,19804160,172,204
9.3,23.4,0,684032,196,134
8.8,23.4,0,753664,0,0
9.0,23.4,0,761856,196,134
12.9,23.4,0,684032,0,86
10.2,23.4,0,757760,66,0
9.1,23.4,0,692224,74,74
9.4,23.4,0,684032,86,106
8.3,23.4,0,753664,5130085,57700
12.8,23.4,0,626688,66,0
9.4,23.4,0,999424,429,1129
9.1,23.4,0,614400,0,0
10.7,23.4,0,692224,0,0
9.6,23.4,0,684032,0,0
9.0,23.5,0,634880,86,161
11.3,23.5,0,622592,478,429
9.1,23.5,0,647168,91,115
11.5,23.4,0,880640,66,0
9.6,23.5,0,692224,0,0
12.8,23.5,0,544768,0,0
8.7,23.5,0,614400,0,0
8.5,23.4,0,552960,196,134
8.5,23.4,0,544768,0,0
8.7,23.4,0,544768,196,134
9.7,23.4,0,622592,381,566
9.1,23.4,0,1015808,0,0
10.4,23.4,0,1003520,0,0
9.2,23.4,0,1011712,0,0
9.4,23.3,0,1003520,90,196
9.3,23.3,0,1105920,0,0
9.4,23.3,0,19763200,0,0
12.4,23.4,0,753664,7187267,78791
9.3,23.3,0,753664,0,0
8.8,23.3,0,983040,0,0
16.7,23.3,0,614400,155,485
8.7,23.3,0,753664,478,429
8.9,23.3,0,692224,86,98
8.7,23.3,0,753664,0,0
8.7,23.3,0,753664,0,0
9.2,23.3,0,692224,42,62
11.0,23.4,0,684032,0,0
9.7,23.4,0,1007616,196,134
9.2,23.3,0,552960,86,161
9.2,23.4,0,684032,262,220
9.7,23.4,0,614400,16865,20381
10.2,23.4,0,700416,172,212
9.9,23.4,0,622592,0,0
13.5,23.4,0,614400,0,0
9.2,23.4,0,901120,0,0
9.3,23.4,0,544768,0,0
20.6,23.8,0,552960,0,1442
11.0,23.8,0,552960,484,231
9.6,23.6,0,544768,0,0
17.4,23.7,0,675840,0,0
12.0,23.7,0,1011712,0,0
12.3,23.6,0,1003520,478,429
11.4,23.7,0,1003520,0,0
15.7,23.6,8192,1011712,6855645,75126
13.1,23.6,0,1003520,66,86
10.2,23.6,0,1003520,0,0
12.0,23.6,0,1191936,0,0
10.4,23.6,0,18907136,196,134
17.5,24.0,8192,1122304,88137,10117
21.9,24.4,0,761856,3555592,48003
23.5,25.3,0,1142784,776951,38427
12.8,25.3,0,3244032,8358,2093
11.7,25.2,0,2482176,88,0
9.3,25.2,0,1003520,12571,4743
12.0,25.2,0,970752,86,98
11.0,25.2,0,1081344,2219862,35725
12.8,25.0,0,970752,87,0
9.5,24.9,0,1970176,6858,4415
11.4,24.9,0,2691072,0,0
9.6,24.9,0,970752,1027546,17920
6.3,24.9,0,970752,1664898,25676
7.7,24.9,0,978944,564,590
6.1,24.9,0,1073152,0,0
6.8,24.9,0,2019328,0,0
7.4,24.5,0,1703936,157,201
6.9,24.5,0,1003520,2021210,30517
5.4,24.5,0,1105920,0,0
6.7,24.4,0,1019904,923,7709
5.3,24.4,0,1007616,1080,565
6.9,24.4,0,1089536,515,1094
6.2,24.5,0,1011712,0,0
6.4,24.4,0,1003520,1184074,19316
7.5,24.4,0,1007616,0,0
6.2,24.4,0,1011712,0,0
6.4,24.5,0,1003520,0,0
6.7,24.5,0,1003520,0,0
5.9,24.5,0,1011712,0,1026
6.8,24.5,0,1032192,1885,808
8.2,24.5,0,1171456,85,0
6.3,24.5,16384,37789696,236,961
12.2,24.3,0,978944,66,86
6.3,24.2,0,753664,478,429
7.2,24.2,0,925696,0,0
5.2,24.2,0,761856,0,0
7.2,24.2,0,753664,156,196
5.4,24.3,0,692224,42,62
6.6,24.3,0,614400,86,98
5.6,24.3,0,684032,523,306
6.7,24.3,0,1470464,176,271
5.6,24.3,0,684032,196,134
8.8,24.3,0,757760,0,0
8.6,24.4,0,692224,0,0
6.2,24.3,0,614400,1122,5838
8.2,24.4,0,757760,88,0
5.7,24.4,0,552960,403,964
7.0,24.4,0,999424,0,0
7.6,24.3,0,614400,0,0
6.2,24.3,0,622592,0,0
5.2,24.2,0,643072,0,0
7.2,24.3,0,614400,66,86
7.6,24.3,0,880640,0,0
5.8,24.3,0,1003520,478,429
9.1,24.2,0,1003520,0,0
5.4,24.2,0,1028096,0,0
6.3,24.2,0,1003520,0,0
5.2,24.2,0,1003520,0,0
6.2,24.3,0,1118208,56251,8981
2.8,24.2,0,1003520,196,134
10.3,23.3,0,1208320,9786,10295
2.6,23.3,16384,24719360,9481,4896
3.3,23.3,0,684032,155,491
9.3,23.3,0,1159168,7069,4482
8.2,23.2,8192,622592,92,608
25.9,23.7,8192,700416,3592063,57697
24.6,24.6,0,720896,635310,40414
23.5,25.0,53248,1024000,3102559,99754
11.6,25.0,0,544768,5134215,53159
11.5,25.0,0,753664,5727,1644
14.8,24.9,0,1384448,174,98
11.1,24.9,0,2244608,1147737,23499
11.5,24.9,0,544768,800423,14346
12.8,24.9,0,561152,7729,1045
14.0,24.8,0,778240,177,276
10.4,24.8,0,2105344,66,0
11.1,24.8,0,1015808,0,0
12.3,24.8,0,1695744,404,986
18.0,24.9,0,1007616,37473,8608
17.8,24.9,0,1011712,196,134
11.9,24.9,0,1003520,0,0
12.5,24.9,0,1003520,196,134
11.7,24.8,0,1130496,0,0
10.4,24.8,0,970752,0,0
11.7,24.7,0,970752,0,0
9.7,24.6,0,978944,0,0
11.9,24.6,0,995328,66,86
10.4,24.5,0,970752,404,971
11.1,24.5,0,1064960,0,262
10.5,24.5,0,970752,7150,119
11.7,24.5,0,970752,0,0
12.3,24.5,16384,35930112,42,62
13.7,24.5,0,753664,0,0
11.8,24.5,0,753664,478,429
11.7,24.5,0,692224,0,0
11.1,24.5,0,987136,0,0
11.4,24.5,0,868352,0,0
10.5,24.5,0,761856,405,974
10.1,24.5,0,684032,0,0
9.8,24.5,0,614400,196,134
18.0,24.3,0,552960,0,0
10.2,24.3,0,1650688,372,491
11.1,23.3,0,684032,8800,5846
6.2,23.3,0,622592,0,0
9.8,23.3,0,544768,8297,18742
28.4,23.8,8192,1073152,6195014,78771
24.1,24.6,16384,761856,2208130,48494
23.7,24.9,0,1159168,2124972,60647
10.3,25.0,0,1003520,654,4056
13.4,24.9,0,1011712,19401,4848
18.3,25.2,0,1024000,44308,8733
10.1,25.2,0,1105920,0,0
10.8,25.3,0,5230592,229,379
7.4,25.3,0,1003520,7362,4637
11.1,25.3,0,1150976,238,298
10.4,25.3,0,1011712,0,0
14.5,25.2,0,970752,108710,4786
8.9,25.2,0,974848,6430332,85306
10.6,25.2,0,978944,42,62
11.7,24.9,0,970752,196,134
9.7,24.9,0,970752,0,86
13.6,24.9,32768,40140800,2690834,38255
10.7,24.8,0,786432,0,0
10.3,24.8,0,753664,0,0
10.8,24.8,0,761856,1737204,25987
8.7,24.7,0,684032,0,0
9.7,24.7,0,1064960,0,0
9.3,24.6,0,724992,406,1111
13.7,24.6,0,544768,1474679,22071
9.1,24.6,0,753664,1365275,17517
9.7,24.6,0,622592,0,0
9.5,24.6,0,684032,0,0
9.7,24.6,0,2342912,66,86
13.8,24.7,0,552960,478,429
9.5,24.7,0,651264,20995,612
9.5,24.7,0,1134592,174,161
9.3,24.6,0,557056,90,196
16.8,24.3,0,774144,480,1208
10.0,24.3,0,966656,472,1108
8.5,24.3,0,1011712,370,295
9.6,24.3,0,1003520,0,0
9.1,24.3,0,1003520,196,134
9.3,24.3,0,1196032,0,0
9.2,24.2,0,1208320,369,332
12.8,24.2,0,1003520,0,0
9.1,24.2,0,1011712,0,0
14.1,24.3,0,1003520,74,74
9.2,24.1,0,1011712,0,0
9.5,24.1,0,1015808,0,0
9.2,24.2,0,1003520,0,0
12.9,24.2,0,1003520,0,0
8.5,24.2,0,1114112,66,86
9.8,24.2,65536,30388224,155,373
8.7,24.2,0,753664,478,429
9.5,24.2,0,761856,0,0
9.0,24.2,0,614400,0,0
9.5,24.2,0,753664,0,0
9.3,24.3,0,622592,0,0
10.3,24.3,0,1830912,0,0
10.0,24.3,0,753664,348,326
12.5,24.3,0,692224,9334,498
10.5,24.3,0,614400,196,134
9.0,24.4,0,1073152,86,161
11.6,24.4,0,1363968,54,86
9.5,24.4,0,614400,0,0
10.6,24.4,0,614400,0,0
9.5,24.4,0,622592,1242,5969
9.7,24.4,0,622592,154,258
9.9,24.4,0,987136,271,184
9.6,24.4,0,552960,0,0
8.3,24.3,0,544768,0,0
12.5,24.3,0,614400,176,294
8.0,24.3,0,552960,0,0
9.3,24.3,0,544768,781,913
8.3,24.3,0,614400,0,0
11.5,24.3,0,946176,0,0
8.7,24.3,0,1105920,0,0
12.4,23.6,0,1003520,0,918
9.7,23.2,0,1327104,12601,13266
16.3,23.6,8192,1003520,7024,220
8.6,23.7,0,1003520,0,0
11.0,23.9,0,1011712,7055,4377
19.1,23.9,0,1003520,0,0
14.8,23.8,0,978944,0,86
13.0,23.7,0,19931136,66,0
12.3,23.7,0,753664,6961,4415
10.6,23.7,0,753664,132,86
10.2,23.7,0,1171456,0,0
13.6,23.6,0,753664,0,0
10.4,23.5,0,544768,0,0
10.7,23.6,0,622592,0,0
10.1,23.5,0,614400,0,0
10.2,23.6,0,684032,0,0
15.0,23.6,0,692224,478,429
10.2,23.6,0,2105344,91,115
10.2,23.6,0,684032,66,0
9.7,23.6,0,872448,86,161
9.5,23.6,0,753664,155,261
10.4,23.6,0,1769472,0,0
9.7,23.6,0,966656,238,196
9.7,23.6,0,544768,86,161
9.6,23.6,0,684032,196,220
13.6,23.6,0,622592,8653823,99278
9.6,23.5,0,544768,0,0
10.0,23.6,0,675840,172,204
8.8,23.6,0,1011712,0,0
9.3,23.5,0,1257472,90,196
9.3,23.5,0,1003520,0,0
10.1,23.5,0,1011712,0,0
9.3,23.5,0,1007616,0,0
10.6,23.5,0,1003520,0,0
8.8,23.5,0,1011712,0,0
9.2,23.4,0,1003520,0,0
9.2,23.4,0,1003520,478,429
10.2,23.4,32768,23924736,0,0
9.3,23.4,0,753664,261,172
9.3,23.4,0,753664,66,0
10.7,23.3,0,761856,0,0
9.8,23.3,0,753664,0,0
10.1,23.3,0,761856,10130,16165
9.9,23.4,0,761856,86,0
9.3,23.4,0,684032,196,220
9.3,23.4,0,684032,66,0
14.4,23.4,0,622592,86,161
9.2,23.4,0,1191936,0,0
10.6,23.5,0,614400,0,0
10.9,23.5,0,692224,2334,6412
9.2,23.5,0,544768,0,110
13.1,23.5,0,684032,3664046,41411
9.4,23.5,0,970752,0,0
9.1,23.4,0,544768,0,0
9.4,23.4,0,544768,86,98
8.8,23.4,0,552960,0,0
9.2,23.4,0,544768,822,429
9.2,23.4,0,544768,0,106
9.2,23.4,0,552960,0,0
9.0,23.4,0,544768,90,196
9.6,23.3,0,684032,0,0
9.7,23.4,0,622592,0,0
10.4,23.4,0,2695168,196,134
9.5,23.4,0,1011712,0,86
12.8,23.4,0,1011712,262,134
9.7,23.4,0,1003520,155,277
10.5,23.4,0,1003520,0,0
9.8,23.3,16384,19410944,0,0
9.0,23.3,0,753664,0,0
9.3,23.3,0,753664,42,62
9.1,23.3,0,761856,0,0
9.0,23.3,0,614400,0,0
9.3,23.3,0,765952,86,106
26.0,23.7,0,557056,0,0
11.7,23.7,0,614400,66,86
9.9,23.5,0,684032,0,0
19.3,23.7,8192,622592,478,429
9.8,23.7,0,733184,0,0
6.2,23.7,0,1077248,91,115
5.5,23.7,0,622592,66,0
3.6,23.7,0,544768,0,0
1.6,23.6,0,544768,86,98
2.0,23.6,0,622592,6528,9807
1.8,23.6,0,1146880,0,0
6.0,23.6,0,544768,282,295
9.2,23.6,0,552960,0,0
10.6,23.5,0,544768,0,0
14.0,23.6,0,614400,0,0
9.2,23.5,0,552960,0,0
11.5,23.6,0,614400,0,86
9.5,23.6,0,544768,66,0
9.1,23.5,0,1114112,0,0
9.7,23.6,0,1003520,0,0
10.1,23.5,0,1024000,0,0
11.3,23.5,0,1011712,90,196
10.6,23.5,0,1556480,213,151
15.8,23.5,0,1003520,564,401
10.5,23.6,53248,1044480,54449,14531
8.0,23.6,49152,20885504,0,0
8.7,23.6,0,688128,0,0
6.4,23.7,0,847872,0,0
3.9,23.7,0,614400,0,0
4.9,23.7,0,753664,196,134
1.9,23.7,0,700416,0,0
2.4,23.7,0,753664,196,134
1.9,23.7,0,614400,0,0
3.3,23.7,0,843776,0,0
2.8,23.8,0,614400,172,259
3.4,23.8,0,700416,0,0
6.0,23.7,0,1093632,1498,6386
1.5,23.7,0,544768,241,325
1.1,23.7,0,684032,0,0
1.4,23.7,0,622592,0,0
1.1,23.7,0,1093632,0,0
1.9,23.4,0,622592,0,0
1.1,23.5,0,552960,42,62
1.1,23.4,0,614400,282,295
1.3,23.4,0,1687552,86,106
0.8,23.4,0,552960,0,0
6.1,23.4,0,614400,0,0
4.5,23.1,0,544768,0,0
3.4,23.1,0,946176,0,0
3.6,23.2,0,1003520,583,1213
1.3,23.1,0,1003520,0,0
1.6,23.2,0,1011712,286,330
1.3,23.2,0,1105920,0,86
3.0,23.2,0,1003520,0,0
4.3,23.1,0,1011712,0,0
2.3,23.1,0,19496960,0,0
1.3,23.1,0,864256,0,0
1.9,23.1,0,1064960,0,0
0.9,23.2,0,753664,0,0
1.4,23.1,0,753664,0,0
3.0,23.1,0,761856,0,0
4.3,23.2,0,770048,0,0
5.5,23.1,0,573440,52121,7272
7.7,23.2,0,2240512,108781,4193
4.5,23.2,0,651264,91,115
20.4,23.1,12288,831488,2402017,53039
24.5,23.4,102400,1245184,108093,19545
12.6,23.4,0,696320,86,98
13.6,23.4,0,614400,0,0
13.6,23.5,0,552960,707707,12443
17.1,23.5,0,798720,0,0
12.4,23.5,0,1187840,196,134
11.9,23.5,0,1085440,847030,14076
10.2,23.5,0,1138688,250603,3420
17.6,23.9,12288,1413120,162508,2888
28.4,24.4,0,2715648,118194,16772
33.2,24.8,49152,2342912,288168,45971
13.5,24.7,0,970752,1380,2415
9.6,24.7,0,1110016,12655,4920
10.7,24.8,0,1003520,0,0
19.8,25.2,0,1007616,2647785,36246
14.2,25.2,0,1302528,208122,10124
7.0,25.2,0,1007616,7184,4877
11.0,25.2,0,1323008,348,295
17.6,25.2,0,1044480,0,0
17.4,24.8,81920,41762816,403,996
15.5,24.9,0,708608,1295624,20365
15.4,24.7,0,761856,42,62
24.2,24.8,24576,802816,95520,9442
13.8,24.8,0,684032,282,240
13.7,24.4,0,622592,403,1190
12.1,24.4,0,753664,196,134
7.7,24.4,0,839680,0,0
8.0,24.3,0,1081344,86,98
8.2,24.3,0,544768,1548950,26902
9.1,24.2,0,1134592,1293,5903
5.6,24.3,0,622592,0,0
7.8,24.3,16384,2088960,1542505,27239
8.8,24.2,0,614400,196595,6344
5.8,24.2,0,552960,0,0
6.1,24.2,0,614400,319,1002
5.5,24.2,0,933888,0,86
5.8,24.2,16384,958464,66,0
5.2,24.2,0,1003520,282,295
5.5,24.2,0,1011712,0,0
6.1,24.2,0,1097728,0,0
16.2,23.8,0,1003520,1437443,25744
5.3,23.6,16384,1732608,0,0
5.8,23.6,0,1011712,0,0
7.0,23.6,0,1003520,855261,14906
6.3,23.7,0,1003520,404,1086
5.3,23.7,0,1011712,262,134
6.3,23.6,0,1003520,563497,10883
6.2,23.5,0,1048576,66,0
5.4,23.5,0,1011712,0,0
17.0,23.7,0,1003520,0,5715
5.5,23.6,114688,40370176,1423,431
2.8,23.7,0,761856,0,0
7.8,23.7,0,860160,0,0
12.5,23.6,0,684032,0,0
14.4,23.7,0,761856,0,0
15.9,23.7,0,684032,86,98
7.3,23.7,0,753664,3836,16802
11.6,23.7,0,917504,2599,4507
13.0,23.7,0,1110016,92,116
13.5,23.7,0,614400,66,0
5.4,23.7,0,692224,404,1043
4.3,23.7,0,552960,233,596
4.7,23.7,0,1249280,0,0
2.0,23.7,0,552960,196,134
1.9,23.7,0,614400,0,0
1.9,23.7,0,614400,262,220
1.8,23.7,0,1118208,42,62
2.3,23.7,0,548864,0,0
4.9,23.7,8192,544768,0,0
12.2,23.7,0,1011712,0,0
17.9,23.7,0,1007616,1416,5942
11.6,23.7,0,1003520,0,0
5.9,23.7,0,1024000,0,0
6.1,23.7,0,1003520,0,0
5.8,23.7,0,1003520,0,0
9.0,23.6,0,1011712,74,74
5.3,23.6,0,1003520,0,0
6.2,23.6,0,1032192,478,535
5.7,23.6,0,1011712,0,0
5.3,23.6,0,1003520,0,0
6.7,23.6,0,2146304,0,86
5.3,23.6,0,1011712,66,0
5.6,23.6,16384,24838144,86,98
6.0,23.7,0,753664,196,134
5.8,23.7,0,761856,86,161
5.5,23.6,0,753664,286,330
5.7,23.7,0,753664,0,0
6.9,23.7,0,765952,0,0
13.7,23.6,0,753664,0,0
6.2,23.6,0,614400,0,0
6.2,23.6,0,622592,1301,6004
6.5,23.7,0,614400,0,0
5.4,23.7,0,684032,0,0
5.8,23.7,0,1122304,0,0
5.4,23.7,0,684032,0,0
6.2,23.7,0,614400,876871,22727
5.4,23.7,0,929792,0,0
5.3,23.7,0,847872,478,429
6.0,23.7,0,544768,0,0
5.8,23.7,0,552960,0,0
5.7,23.7,0,614400,404,1202
9.0,23.7,0,548864,66,0
5.2,23.6,0,638976,0,0
5.5,23.7,0,544768,196,134
