cpu_percent,ram_percent,disk_read_Bps,disk_write_Bps,net_in_Bps,net_out_Bps
14.0,26.5,0,540672,66,86
7.4,26.5,0,614400,0,0
8.6,26.5,0,937984,0,0
7.7,26.5,0,679936,196,134
11.4,26.5,0,565248,1829656,22544
14.1,26.5,0,552960,5703520,58171
8.6,26.5,0,540672,196,134
9.0,26.5,0,614400,0,0
8.0,26.5,0,618496,0,0
9.5,26.5,0,684032,0,0
13.4,26.5,0,544768,0,0
7.4,26.5,0,618496,0,0
7.4,26.5,0,610304,0,0
7.7,26.4,0,806912,282,401
7.9,26.4,0,1007616,6346,9769
7.9,26.5,0,999424,196,134
7.3,26.5,0,1003520,0,0
7.8,26.5,0,17829888,288,250
12.6,26.4,0,749568,66,0
12.4,26.4,0,753664,0,0
7.8,26.3,0,1138688,66,86
8.4,26.2,0,679936,0,0
7.4,26.3,0,684032,0,0
6.9,26.3,0,618496,196,134
7.3,26.3,0,679936,282,295
7.6,26.3,0,684032,155,453
19.2,26.3,0,688128,10265194,108873
7.0,26.4,0,540672,0,0
7.3,26.3,0,684032,0,0
7.6,26.3,0,618496,0,0
8.4,26.3,0,610304,42,62
7.7,26.4,0,614400,0,0
8.4,26.3,0,1318912,0,0
9.6,26.4,0,540672,196,295
9.3,26.4,0,1781760,1603,6979
14.4,26.5,0,638976,196,134
7.6,26.5,0,540672,0,0
7.6,26.5,0,552960,196,134
7.7,26.5,0,548864,0,0
7.4,26.5,0,540672,86,161
7.7,26.4,0,1040384,0,0
8.5,26.4,0,1110016,86,161
7.8,26.4,0,999424,0,0
12.5,26.4,0,1003520,282,295
7.4,26.4,0,1007616,196,134
8.3,26.4,0,1007616,0,0
7.7,26.4,0,1003520,196,134
14.3,26.5,0,18911232,13302905,142722
8.1,26.4,0,749568,2095826,21443
12.4,26.5,0,753664,1571,6823
7.7,26.4,0,1089536,66,0
8.5,26.4,0,679936,0,0
8.2,26.4,0,753664,0,0
8.3,26.4,0,688128,196,295
8.0,26.4,0,610304,731,1179
8.4,26.4,0,684032,196,134
7.3,26.4,0,618496,0,0
13.2,26.4,0,610304,196,134
8.7,26.4,0,614400,86,106
8.2,26.4,0,618496,0,0
8.5,26.5,0,679936,945,868
10.7,26.5,0,614400,0,86
10.0,26.6,8192,770048,0,351
4.5,26.6,0,610304,746,807
6.1,26.6,61440,1245184,657,667
11.3,26.7,196608,548864,5573,1826
7.4,26.6,0,552960,282,295
5.8,26.6,0,544768,0,0
7.7,26.6,0,622592,4920,1289
7.2,26.6,0,540672,90,196
6.2,26.5,0,1003520,0,0
5.9,26.5,0,1019904,0,0
3.4,26.6,0,999424,0,0
3.1,26.5,0,1155072,196,295
7.7,26.4,0,2174976,0,0
3.0,26.4,0,999424,196,134
4.4,26.4,0,1003520,0,0
2.6,26.4,0,1007616,354,537
1.8,26.4,0,18477056,0,116
1.6,26.4,0,684032,78,0
1.8,26.4,0,757760,0,0
6.9,26.4,0,2654208,74,74
2.5,26.4,0,753664,0,0
1.9,26.4,0,757760,196,134
1.7,26.4,0,679936,196,134
2.0,26.4,0,684032,152,247
4.5,26.4,0,622592,196,134
2.0,26.4,0,679936,0,0
2.2,26.4,0,614400,461,421
1.8,26.4,0,548864,0,0
3.0,26.4,0,610304,213,148
2.6,26.4,0,618496,0,0
2.9,26.4,0,618496,561,593
3.0,26.5,0,610304,196,295
2.5,26.5,0,753664,6837,9819
6.5,26.5,0,548864,281,134
7.7,26.6,0,724992,0,0
2.8,26.6,0,614400,351,491
3.0,26.6,0,786432,86,98
2.1,26.6,0,999424,90,196
2.5,26.6,0,1409024,0,0
3.0,26.6,0,1212416,86,161
2.4,26.6,0,999424,0,0
2.1,26.6,0,1241088,368,401
2.1,26.6,0,1007616,196,134
2.5,26.6,0,999424,155,485
2.9,26.5,0,2088960,196,134
2.1,26.5,0,1085440,0,0
2.5,26.5,0,1204224,0,0
5.6,26.5,0,1003520,2012,7865
3.3,26.5,0,20619264,395,86
4.1,26.4,610304,749568,155,581
3.6,26.5,0,1368064,203,86
4.1,26.4,0,618496,196,295
2.7,26.4,0,1916928,0,86
2.1,26.4,0,823296,304,196
4.5,26.4,0,688128,593,753
3.1,26.4,0,753664,270,208
1.6,26.4,0,614400,0,0
5.2,26.4,0,548864,171,86
6.9,26.5,0,540672,0,0
8.3,26.5,0,544768,0,0
7.6,26.7,0,618496,1295,839
5.0,26.7,0,610304,570,817
5.6,26.5,0,544768,367,306
6.4,26.5,0,618496,374,651
3.7,26.5,0,540672,351,539
2.8,26.5,0,770048,86,161
2.1,26.6,0,1007616,0,0
3.9,26.6,0,999424,171,86
6.2,26.6,0,1003520,835,966
4.3,26.7,0,1015808,1629,6478
3.5,26.5,0,999424,0,0
3.0,26.5,0,1003520,196,295
1.9,26.5,0,1212416,477,1259
3.6,26.6,0,1204224,367,571
7.1,26.6,0,1138688,203,86
2.4,26.5,0,1019904,288,250
1.6,26.5,0,966656,66,0
5.2,26.5,0,2052096,171,86
5.7,26.4,0,1110016,0,0
5.7,26.4,0,966656,42,62
6.4,26.5,0,18743296,374,635
2.5,26.5,0,1118208,196,134
5.3,26.5,0,749568,367,220
5.4,26.5,0,753664,0,0
6.0,26.5,0,757760,196,134
5.3,26.5,0,835584,0,0
5.7,26.5,0,753664,172,204
5.2,26.5,0,688128,0,0
4.2,26.5,0,749568,237,172
6.4,26.5,0,684032,1864,6747
8.8,26.6,0,757760,438,453
3.3,26.6,0,749568,1936,6365
5.3,26.5,0,1921024,155,437
8.8,26.6,0,618496,982,1804
8.1,26.7,0,540672,0,0
6.5,26.6,0,544768,196,134
6.2,26.6,0,618496,0,0
6.0,26.7,0,540672,155,341
5.4,26.7,0,733184,0,0
5.2,26.6,0,618496,171,86
5.9,26.6,0,610304,0,0
7.7,26.6,0,548864,506,864
5.9,26.6,0,548864,196,134
9.2,26.7,8192,540672,510,834
17.5,26.6,0,614400,262,405
6.0,26.7,0,835584,155,86
3.9,26.6,0,1003520,279,499
3.9,26.6,0,1003520,176,357
4.2,26.6,0,1007616,155,437
10.0,26.6,0,1662976,0,0
13.5,26.6,0,17235968,0,0
17.9,26.7,0,1064960,196,295
11.0,26.7,0,1044480,0,0
8.1,26.7,0,684032,196,134
13.1,26.6,0,757760,5744466,69803
12.7,26.6,0,679936,8450624,85017
7.7,26.6,0,770048,0,0
10.6,26.6,0,688128,0,0
8.4,26.6,0,610304,548,351
7.9,26.7,0,684032,0,106
8.0,26.7,0,688128,0,0
12.3,26.7,0,679936,196,220
7.2,26.7,0,684032,262,220
6.8,26.7,0,548864,66,0
7.7,26.7,0,679936,196,134
7.8,26.7,0,614400,74,74
13.0,26.7,0,548864,0,0
8.8,26.8,0,696320,0,0
7.2,26.8,0,614400,0,0
6.9,26.7,0,618496,0,0
9.9,26.8,40960,25567232,0,0
7.6,26.8,0,757760,282,401
7.3,26.8,0,757760,0,0
7.7,26.8,0,749568,196,134
8.3,26.8,0,753664,0,0
17.0,26.8,0,692224,11450525,119755
8.2,26.8,0,749568,1096129,11240
9.0,26.7,0,765952,290,372
8.3,26.7,0,757760,3663,3736
9.2,26.6,0,610304,1145,794
9.0,26.6,0,614400,42,62
8.2,26.7,0,757760,196,134
8.1,26.7,0,1150976,286,330
7.6,26.7,0,925696,0,0
13.6,26.7,0,688128,7040,9977
7.2,26.6,0,540672,85,0
8.3,26.6,0,544768,0,0
7.7,26.6,0,557056,0,0
7.7,26.6,0,610304,0,0
7.8,26.6,0,544768,0,0
7.8,26.6,0,929792,0,0
14.0,26.7,0,1372160,1780,7075
7.6,26.7,0,1007616,0,0
7.6,26.7,0,1007616,196,134
7.7,26.7,0,999424,86,161
7.4,26.7,0,1003520,196,134
13.4,26.7,0,1007616,6231468,66922
12.2,26.8,0,1007616,8657743,88397
8.3,26.8,0,1261568,66,0
8.4,26.8,0,1007616,0,0
7.9,26.7,0,999424,0,0
8.8,26.7,0,19939328,196,134
7.2,26.7,0,765952,196,134
7.4,26.7,0,757760,1908,8686
7.4,26.6,0,753664,196,134
7.3,26.6,0,688128,0,0
11.5,26.6,0,749568,0,0
7.8,26.7,0,684032,86,161
6.9,26.7,0,688128,42,62
7.6,26.7,0,540672,42,62
8.7,26.7,0,614400,0,0
10.4,26.8,0,929792,9285,6368
7.2,26.8,0,540672,0,0
7.3,26.7,0,1077248,262,220
7.2,26.6,0,548864,0,0
8.1,26.6,0,540672,196,134
16.4,26.6,0,684032,5103176,56522
12.2,26.7,0,548864,6531205,67413
9.8,26.7,0,544768,0,0
8.2,26.8,0,544768,0,0
8.5,26.8,0,1007616,0,0
8.5,26.8,0,2244608,282,295
8.6,26.8,0,970752,196,134
7.8,26.8,0,2154496,0,0
9.0,26.8,0,999424,6539,9850
8.4,26.8,0,1003520,0,0
12.4,26.9,0,974848,86,98
9.1,26.8,0,966656,0,0
7.9,26.8,0,1077248,0,0
7.3,26.8,0,974848,0,0
7.9,26.8,0,1085440,0,0
7.6,26.7,0,28344320,238,295
7.2,26.7,0,757760,0,0
8.0,26.7,0,786432,6909,12572
7.6,26.7,0,753664,3531,743
7.3,26.8,0,688128,436,466
11.4,26.8,0,749568,0,0
7.9,26.7,0,753664,5005377,55448
10.1,26.7,0,692224,4668585,47206
10.2,26.7,0,610304,0,0
7.9,26.7,0,684032,219,424
8.5,26.6,0,548864,262,134
8.1,26.6,0,610304,196,134
8.6,26.6,0,1220608,0,0
9.2,26.7,0,548864,196,134
8.2,26.6,0,540672,0,0
7.3,26.6,0,614400,0,0
8.0,26.6,0,618496,0,0
8.4,26.6,0,540672,221,363
12.3,26.6,0,544768,0,0
8.6,26.6,0,548864,555,86
8.5,26.7,0,540672,744,7650
8.3,26.7,0,544768,8132,2661
8.8,26.7,0,2342912,557,218
9.8,26.7,0,622592,346,222
8.6,26.7,0,544768,4744,334
8.6,26.7,0,1007616,3222,224
8.2,26.7,0,999424,110,0
11.8,26.7,0,1200128,3314387,27050
11.0,26.7,0,1011712,8359634,49192
8.6,26.7,0,999424,286,415
7.9,26.7,0,22388736,330,0
7.6,26.7,0,831488,330,0
12.8,26.6,0,749568,440,0
8.0,26.6,0,782336,958,7834
8.5,26.6,0,688128,9538,5450
7.8,26.6,0,679936,0,0
9.1,26.6,0,753664,220,6526
8.0,26.6,0,688128,1517,191
8.6,26.6,0,679936,220,0
8.1,26.5,0,684032,110,0
8.7,26.6,0,688128,220,0
8.2,26.6,0,610304,167,98
7.8,26.6,0,544768,0,0
8.6,26.6,0,1003520,220,0
8.2,26.6,0,679936,0,0
12.8,26.5,0,544768,0,0
8.7,26.6,0,548864,0,0
7.8,26.6,0,610304,0,0
12.4,26.7,0,544768,8262962,57476
7.8,26.7,0,618496,4507362,28208
7.3,26.7,0,610304,110,0
9.2,26.7,0,614400,90,196
7.4,26.7,0,548864,454,106
13.2,26.7,0,557056,0,0
8.6,26.8,0,1851392,0,0
8.7,26.8,0,1024000,110,86
8.4,26.8,0,999424,66,0
7.4,26.7,0,1003520,0,0
7.6,26.7,0,1007616,0,0
7.4,26.7,0,1150976,110,0
7.1,26.7,0,1003520,0,0
12.0,26.7,0,20582400,42,62
7.8,26.7,0,749568,542,469
6.9,26.7,0,753664,196,0
7.4,26.7,0,770048,7771,7998
8.2,26.7,0,757760,2206,284
7.6,26.6,0,684032,940,866
7.8,26.6,0,1060864,964,1255
7.9,26.5,0,749568,718,674
15.3,26.6,0,753664,4670762,34486
12.4,26.6,0,688128,7647334,49143
7.6,26.6,0,610304,270,433
8.7,26.6,0,753664,2227,8671
8.6,26.6,0,757760,6324,8567
8.8,26.6,0,1064960,476,191
8.1,26.6,0,614400,0,0
12.5,26.6,0,688128,3589,16745
9.6,26.6,0,610304,3118,7156
7.6,26.6,0,614400,66,0
8.1,26.7,0,548864,0,0
9.6,26.7,0,610304,0,0
8.4,26.7,0,614400,506,767
8.4,26.7,0,618496,0,0
9.3,26.7,0,610304,0,0
12.8,26.7,0,544768,0,0
8.3,26.7,0,548864,0,0
8.2,26.6,0,540672,0,0
7.5,26.6,0,733184,0,0
7.3,26.6,0,1007616,0,0
8.7,26.6,0,1007616,3057505,23447
11.9,26.6,0,1003520,6280929,38490
12.9,26.6,0,1007616,196,134
7.8,26.6,0,999424,74,74
8.5,26.6,16384,15990784,478,535
8.1,26.6,0,761856,194,246
7.7,26.6,0,1122304,0,0
13.2,26.7,0,1855488,0,86
10.7,26.5,0,688128,262,401
8.0,26.5,0,540672,0,0
7.9,26.5,0,1511424,0,0
8.1,26.5,0,688128,0,0
7.8,26.5,0,610304,0,0
7.3,26.5,0,937984,0,0
7.9,26.5,0,548864,0,0
8.3,26.5,0,610304,0,0
12.9,26.5,0,1052672,0,0
12.5,26.5,0,548864,0,0
8.3,26.5,0,540672,0,0
8.1,26.6,0,544768,0,0
7.8,26.6,0,548864,0,0
8.0,26.6,0,544768,2342488,20582
12.0,26.7,0,544768,6624449,43306
12.8,26.6,0,1007616,2772930,18153
9.5,26.7,0,999424,1064,9632
9.0,26.7,0,1003520,6335,703
9.2,26.7,0,1007616,66,0
8.3,26.7,0,999424,90,196
8.1,26.7,0,1003520,196,295
8.2,26.7,0,1007616,0,0
8.2,26.7,0,1101824,0,0
6.9,26.6,0,1003520,0,0
12.2,26.6,0,1007616,42,168
7.3,26.6,0,1101824,86,0
7.1,26.6,0,1003520,0,0
8.2,26.6,0,1007616,0,0
7.4,26.6,0,27529216,0,0
8.7,26.5,0,753664,221,347
7.7,26.5,0,757760,0,0
7.7,26.5,0,757760,157,115
11.7,26.5,0,753664,0,0
7.2,26.5,0,770048,196,134
12.7,26.6,8192,749568,2243942,19722
7.8,26.6,0,684032,7598778,49106
4.9,26.6,0,618496,478,429
12.8,26.7,0,1847296,0,0
13.9,26.6,0,1015808,0,0
16.6,26.6,0,704512,0,0
8.2,26.6,0,610304,196,295
8.6,26.6,0,684032,0,0
7.7,26.6,0,1310720,0,6549
9.8,26.7,0,1363968,1483,231
8.2,26.7,0,806912,0,0
8.7,26.8,0,1007616,2399,8817
9.7,26.8,0,999424,1762,516
18.1,26.7,0,1003520,0,0
7.4,26.6,0,1007616,0,0
8.8,26.6,0,1003520,74,74
8.5,26.6,0,1220608,108,148
10.2,26.6,0,1007616,0,0
8.8,26.6,0,999424,0,0
12.6,26.6,0,1003520,282,295
6.9,26.6,0,1007616,286,330
7.9,26.6,0,999424,0,0
8.2,26.5,0,1003520,478,1296
9.3,26.5,0,1007616,1857877,16809
11.8,26.6,0,24211456,5241579,34486
7.9,26.6,0,757760,0,6136
7.8,26.6,0,757760,1602,526
7.6,26.6,0,749568,0,0
9.4,26.6,0,757760,0,0
11.7,26.7,0,688128,0,0
17.3,26.7,0,753664,0,0
13.4,26.7,0,614400,0,0
10.7,26.7,0,688128,196,240
12.5,26.7,0,610304,0,0
5.9,26.7,0,684032,0,0
4.8,26.7,0,1155072,0,86
6.4,26.7,0,610304,66,0
2.4,26.8,0,753664,0,0
2.5,26.8,0,618496,86,106
2.5,26.8,0,983040,196,134
2.1,26.8,0,757760,351,603
2.4,26.8,0,901120,0,0
2.4,26.7,0,610304,618,676
2.5,26.7,0,1712128,66,86
2.2,26.8,0,548864,0,0
2.4,26.8,0,610304,42,62
2.2,26.8,0,614400,282,295
12.5,26.8,8192,548864,390,106
18.0,26.8,0,999424,0,0
14.4,26.8,0,1077248,0,0
8.7,26.8,0,1249280,0,0
8.0,26.8,0,999424,66,86
13.2,27.1,0,1003520,196,134
19.4,27.1,0,1007616,0,0
9.6,27.1,0,22310912,310,548
3.6,27.0,0,757760,90,196
4.3,27.1,0,757760,0,0
8.2,27.1,0,749568,486,689
9.5,27.6,0,614400,593,597
8.1,28.0,0,757760,196,134
8.8,27.9,0,684032,196,134
5.0,27.4,0,753664,86,161
5.8,27.0,0,872448,10503,16594
8.3,27.0,0,679936,155,533
12.3,27.1,8192,544768,86,98
21.5,27.1,0,618496,0,0
14.5,27.0,0,1134592,282,295
14.2,27.0,0,614400,0,0
11.8,27.0,0,618496,42,62
9.7,27.0,0,610304,0,0
14.0,27.0,0,925696,1662,6858
8.7,26.9,0,622592,218,247
9.2,27.0,0,610304,196,134
8.9,27.0,0,684032,66,367
7.7,27.0,0,548864,0,0
12.0,27.0,0,540672,11094326,76947
7.8,26.9,0,827392,0,0
8.7,26.9,0,618496,0,0
7.5,26.9,0,540672,461,325
7.8,26.9,0,745472,196,134
12.4,26.9,0,1007616,282,295
8.1,26.9,0,1269760,0,0
9.2,26.8,0,2871296,392,268
8.1,26.8,0,1007616,86,106
8.1,26.8,0,999424,0,0
9.1,26.8,0,23953408,160,235
7.4,26.8,0,692224,348,381
8.3,26.8,0,749568,0,0
8.7,26.9,0,684032,155,485
8.7,26.8,0,688128,0,0
8.7,26.9,0,749568,90,196
8.1,26.8,0,774144,0,0
8.0,26.8,0,757760,196,134
7.6,26.8,0,679936,42,62
8.3,26.8,0,614400,0,0
8.2,26.8,0,548864,4344366,35155
12.2,26.9,0,1081344,4952418,37238
8.0,26.9,0,684032,0,0
9.2,26.9,0,618496,0,0
7.8,26.9,0,610304,196,134
8.3,26.9,0,544768,196,134
8.3,26.9,0,618496,0,0
9.6,26.9,0,540672,5332,8617
8.7,26.9,0,544768,86,247
7.4,26.9,0,860160,66,0
9.7,26.9,0,761856,0,0
8.3,26.9,0,544768,348,381
12.0,26.9,0,548864,0,0
8.1,26.8,0,540672,0,0
7.8,26.8,0,544768,0,0
7.1,26.8,0,548864,0,0
8.3,26.8,0,540672,86,98
8.2,26.8,0,1007616,196,134
7.4,26.8,0,1007616,0,0
7.7,26.8,0,999424,0,0
7.4,26.8,0,1003520,0,0
7.6,26.7,0,1007616,0,4368
12.6,26.7,0,19529728,7594353,47243
8.8,26.8,0,1085440,0,0
7.6,26.8,0,757760,196,134
7.4,26.8,0,749568,196,134
8.6,26.8,0,684032,66,86
13.0,26.8,0,1925120,434,330
7.5,26.9,0,614400,0,0
8.0,26.8,0,684032,0,0
7.9,26.8,0,704512,90,196
8.3,26.8,0,679936,282,295
8.3,26.9,0,1150976,0,0
8.3,26.8,0,618496,86,106
8.4,26.9,0,610304,0,0
9.0,26.9,0,544768,0,0
13.0,26.9,0,548864,86,161
8.8,26.9,0,557056,196,134
8.2,26.9,0,544768,155,405
8.2,26.9,0,618496,0,0
9.0,26.9,0,610304,0,0
7.6,26.9,0,831488,0,0
13.5,26.8,0,618496,6370659,46852
7.9,26.8,0,540672,0,0
7.7,26.8,0,659456,196,134
8.3,26.8,0,679936,196,220
11.5,26.8,0,999424,152,161
8.9,26.7,0,1003520,7307,11238
15.0,26.7,0,1024000,0,0
7.3,26.7,0,999424,0,0
8.7,26.7,0,1003520,1705,6994
6.9,26.7,0,1007616,282,295
7.8,26.7,0,999424,0,0
7.7,26.7,0,1003520,0,0
8.9,26.7,0,18452480,0,0
7.6,26.7,0,983040,0,0
8.3,26.7,0,753664,0,0
7.7,26.7,0,688128,196,134
12.9,26.7,0,761856,0,0
7.9,26.7,0,761856,0,0
9.7,26.7,0,1122304,74,74
8.8,26.7,0,679936,66,86
9.6,26.8,0,684032,0,0
12.6,26.8,0,1024000,10814777,72996
7.4,26.7,0,749568,648491,4348
7.6,26.7,0,684032,286,330
7.3,26.7,0,618496,66,74
9.0,26.8,0,1794048,458,428
12.9,26.8,0,716800,66,0
8.9,26.8,0,548864,86,98
8.0,26.8,0,540672,0,0
7.4,26.7,0,544768,282,295
7.2,26.7,0,548864,0,0
7.9,26.7,0,540672,42,62
7.8,26.7,0,544768,0,0
7.8,26.7,0,548864,0,0
7.4,26.7,0,610304,0,0
7.7,26.7,0,1003520,586,134
8.1,26.7,0,1040384,86,212
12.7,26.7,0,999424,0,0
7.8,26.6,0,1003520,0,86
8.1,26.6,0,1007616,66,0
7.2,26.5,0,999424,177,276
10.1,26.6,0,1003520,221,341
12.8,26.7,16384,23662592,10801174,73081
7.4,26.7,0,749568,3180553,19312
8.3,26.7,0,905216,0,0
9.3,26.7,0,757760,5336,8581
12.8,26.7,0,749568,0,0
8.1,26.7,0,753664,0,0
8.1,26.6,0,757760,0,0
8.0,26.6,0,684032,282,295
8.7,26.7,0,544768,1595,6779
11.2,26.7,0,1032192,0,0
14.2,26.6,0,1069056,0,0
8.6,26.6,0,544768,90,196
8.7,26.6,0,548864,86,161
8.1,26.7,0,540672,196,134
8.8,26.7,0,684032,0,0
8.2,26.7,0,565248,0,0
9.0,26.7,0,540672,42,62
7.8,26.7,0,839680,0,0
8.3,26.6,0,548864,74,74
7.9,26.6,0,540672,0,0
12.2,26.6,0,544768,2291926,19953
10.9,26.6,0,548864,13156638,81077
7.3,26.5,0,626688,368,224
8.3,26.5,0,1974272,392,268
12.3,26.5,0,1007616,0,0
7.7,26.5,0,999424,0,0
8.1,26.6,0,1003520,86,247
7.3,26.6,0,1007616,348,295
8.4,26.6,0,999424,0,0
8.2,26.6,0,1003520,0,0
9.5,26.6,0,1011712,0,0
12.6,26.6,0,22867968,86,98
7.0,26.5,0,753664,0,0
7.0,26.5,0,757760,196,134
7.7,26.4,0,749568,0,0
7.2,26.5,0,770048,0,0
8.4,26.5,0,688128,0,0
8.1,26.6,0,753664,0,0
7.8,26.6,0,1044480,0,0
9.0,26.7,0,548864,86,106
8.3,26.7,0,1138688,196,134
12.4,26.6,0,544768,1365126,16318
7.5,26.6,0,962560,6702999,45838
8.6,26.7,0,610304,7309,10087
12.4,26.7,0,544768,155,395
8.1,26.8,0,688128,66,0
8.7,26.7,0,679936,132,258
7.5,26.7,0,614400,282,295
7.8,26.7,0,548864,74,74
7.6,26.7,0,540672,0,0
7.7,26.7,0,544768,0,0
7.5,26.7,0,561152,0,0
7.6,26.7,0,540672,0,0
7.7,26.7,0,544768,196,134
11.7,26.7,0,548864,0,0
7.1,26.7,0,999424,0,0
8.2,26.6,0,1105920,62,110
7.9,26.6,0,1007616,0,0
8.3,26.6,0,999424,91,115
8.1,26.6,0,1003520,152,161
7.2,26.6,0,1007616,196,134
7.7,26.6,0,1003520,0,86
7.6,26.5,0,1003520,1606689,24213
9.8,26.6,0,22044672,392,268
11.4,26.6,0,749568,0,0
7.7,26.6,0,684032,0,0
7.2,26.6,0,757760,0,0
7.7,26.6,0,749568,282,295
7.7,26.6,0,757760,0,0
8.1,26.7,0,688128,0,0
8.5,26.7,0,749568,1687,6780
8.3,26.7,0,1081344,0,0
8.2,26.7,8192,978944,86,161
22.2,27.1,0,966656,196,134
14.8,27.1,0,684032,0,0
15.8,27.0,0,548864,37096,11911
24.2,27.2,0,557056,18939,1436
15.5,27.3,16384,782336,44699,8052
19.5,27.3,0,618496,172,259
14.2,27.3,0,684032,0,0
11.7,27.3,0,614400,238,196
10.7,27.3,0,692224,90,196
9.9,27.3,0,540672,0,0
11.9,27.2,0,729088,703,1408
13.1,27.2,20480,1363968,27435,2712
14.9,27.2,0,999424,0,0
8.8,27.2,0,1003520,1512,6531
9.1,27.2,16384,1011712,8022,1272
7.9,27.2,0,999424,66,86
9.0,27.1,24576,1036288,50343,4045
9.8,27.1,0,1159168,0,0
5.8,27.1,0,1024000,0,0
9.2,27.1,0,1003520,0,0
12.0,27.1,0,1011712,1815,889
21.0,27.1,0,1101824,0,0
17.1,27.1,0,26411008,0,0
13.5,27.2,0,757760,0,0
11.6,27.2,0,749568,66,86
11.6,27.3,0,753664,0,0
12.4,27.2,0,696320,0,0
15.3,27.2,0,749568,1747,8347
14.4,27.3,0,544768,3803,8949
17.1,27.3,0,1208320,252,106
9.4,27.3,0,610304,392,268
9.6,27.3,0,684032,0,86
23.1,27.5,0,1368064,66,0
13.0,27.4,0,679936,42,62
14.9,27.5,16384,622592,4256,16410
18.5,27.5,12288,548864,393,1075
18.9,27.5,0,540672,46566,30076
23.6,27.4,0,1019904,3971073,52991
8.8,27.4,0,548864,4409453,59549
14.3,27.4,0,798720,66,86
8.3,27.2,0,544768,196,134
7.3,27.2,0,548864,0,0
8.7,27.1,0,610304,1430798,25259
7.6,27.0,0,544768,90,196
7.9,26.9,0,675840,0,0
7.7,26.9,0,540672,575,189
8.2,26.9,0,2260992,771,1187
6.7,27.0,0,1007616,503,636
7.7,27.0,0,999424,196,240
8.9,27.0,0,1110016,0,0
8.9,27.0,0,1007616,1018670,16934
8.5,27.0,0,999424,532945,6704
7.9,27.0,16384,38633472,481,1140
8.2,27.0,0,757760,0,0
7.7,27.0,0,864256,282,295
9.0,27.0,0,684032,1142718,17948
6.9,27.0,0,802816,66,207
13.3,27.1,0,753664,0,0
9.1,27.0,0,614400,66,86
8.7,27.1,0,1363968,86,161
10.2,27.1,0,679936,16325,832
8.2,27.1,0,614400,42,62
9.2,27.1,0,757760,395,1038
7.0,27.1,0,610304,0,0
8.2,27.1,0,1417216,0,0
7.3,27.1,0,659456,0,0
7.3,27.0,0,540672,86,161
7.8,27.0,0,614400,657,507
8.2,27.0,0,765952,591,1175
7.4,26.9,0,679936,66,303
15.1,25.1,0,1351680,21744,45947
2.4,25.0,0,1007616,6688,258
1.6,25.0,0,999424,0,0
4.3,25.0,0,1003520,8151,10601
12.5,24.7,0,1007616,10064,11261
15.1,25.0,8192,1007616,346,405
15.2,25.3,0,1388544,6890,4415
19.3,25.1,0,1077248,7251,4718
13.2,25.1,0,966656,66,0
21.1,25.3,0,970752,0,0
11.3,25.2,0,1564672,196,4084
6.3,25.1,0,999424,6891,344
7.4,25.1,16384,13897728,0,0
6.7,25.1,0,20054016,0,0
5.7,25.2,0,679936,0,0
5.9,25.3,0,778240,0,0
7.5,25.3,0,757760,42,62
12.5,25.2,0,983040,282,295
12.6,25.1,8192,839680,2386660,38465
7.8,25.1,0,806912,218,333
8.7,25.1,0,2310144,196,134
5.8,25.1,0,684032,0,86
6.7,25.1,0,688128,0,0
6.4,25.2,0,905216,0,0
6.4,25.2,0,544768,282,295
6.6,25.1,0,2211840,1365,5951
6.8,25.1,0,610304,0,0
6.4,25.1,0,1003520,0,0
7.0,25.0,0,974848,0,0
9.6,25.1,0,966656,86,98
22.1,25.1,0,1536000,196,134
11.3,25.2,0,974848,0,0
10.8,25.2,0,966656,0,0
10.9,25.2,0,970752,0,0
13.5,25.2,0,974848,66,86
11.3,25.1,0,966656,91,115
20.0,25.2,0,1093632,66,0
11.7,25.2,0,974848,196,134
11.7,25.2,0,966656,286,330
13.2,25.2,0,970752,0,0
9.4,25.1,0,974848,196,134
17.9,25.4,0,966656,327,258
13.3,25.3,0,970752,0,0
13.6,25.2,16384,30674944,42,62
13.7,25.2,0,679936,282,295
7.2,25.2,0,684032,229,447
5.3,25.2,0,757760,395,1835
6.1,25.2,0,749568,1435,5951
7.4,25.1,0,684032,86,106
6.7,25.1,0,688128,86,161
6.9,25.1,0,757760,196,134
6.4,25.1,0,1425408,86,98
6.7,25.0,0,548864,0,0
4.9,25.0,0,749568,66,86
5.0,25.0,0,839680,0,0
5.5,25.1,0,966656,0,0
4.7,25.0,0,552960,0,0
4.9,25.0,0,544768,282,295
6.0,25.0,0,548864,196,134
6.4,25.0,0,540672,0,0
6.1,24.9,0,614400,196,134
7.9,25.0,0,552960,0,0
11.1,24.9,0,540672,0,0
4.6,25.0,0,544768,86,161
5.5,25.0,0,548864,1796,6465
4.8,25.0,0,860160,0,0
5.2,25.0,0,1843200,0,0
5.3,25.0,0,1007616,0,0
5.9,25.0,0,999424,90,196
6.4,24.9,0,1003520,0,0
11.7,25.0,8192,1007616,196,134
13.9,25.0,0,999424,0,0
13.4,25.1,0,1003520,0,0
18.8,25.0,0,1007616,42,62
7.3,25.1,0,999424,696,110
5.8,25.1,0,19824640,86,208
5.2,25.1,0,761856,0,0
5.4,25.1,0,749568,368,295
4.9,25.0,0,753664,196,134
4.9,25.1,0,757760,86,161
5.0,25.0,0,749568,196,134
5.1,25.1,0,684032,0,86
